image_path,species_label,timestamp,latitude,longitude,detection_confidence,bbox
data\raw\images\eccv_18_all_images_sm\5a0fcfc2-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-09 04:34:07,32.047059,-110.033333,0.8078,"[568.987548828125, 336.3851623535156, 698.4661865234375, 421.25372314453125]"
data\raw\images\eccv_18_all_images_sm\59e441d2-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-04 04:03:59,32.047059,-110.033333,0.7767,"[776.3545532226562, 331.64068603515625, 904.6988525390625, 414.03546142578125]"
data\raw\images\eccv_18_all_images_sm\5a062e66-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-12-02 19:22:24,32.047059,-110.033333,0.3075,"[350.7770690917969, 430.09967041015625, 431.2356872558594, 502.64312744140625]"
data\raw\images\eccv_18_all_images_sm\59d41ba2-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-12-10 11:52:15,32.047059,-110.033333,0.7622,"[283.31597900390625, 241.1775665283203, 320.88189697265625, 315.27789306640625]"
data\raw\images\eccv_18_all_images_sm\598496a9-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-20 04:04:13,32.047059,-110.033333,0.3047,"[265.36773681640625, 286.79718017578125, 330.4490966796875, 330.032470703125]"
data\raw\images\eccv_18_all_images_sm\5a163f3d-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-13 15:29:30,32.047059,-110.033333,0.7319,"[278.2451171875, 349.5033264160156, 381.67816162109375, 453.5728454589844]"
data\raw\images\eccv_18_all_images_sm\59f129b8-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-20 01:29:05,32.047059,-110.033333,0.7638,"[240.27120971679688, 564.7840576171875, 444.73638916015625, 709.1921997070312]"
data\raw\images\eccv_18_all_images_sm\59aadc5b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-20 04:05:06,32.047059,-110.033333,0.8384,"[695.162109375, 445.1943359375, 818.2462158203125, 566.2111206054688]"
data\raw\images\eccv_18_all_images_sm\59c669d9-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-11-13 03:41:11,32.047059,-110.033333,0.8906,"[694.5845947265625, 200.02597045898438, 936.4041137695312, 459.52923583984375]"
data\raw\images\eccv_18_all_images_sm\59d8ece4-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-30 12:38:26,32.047059,-110.033333,0.8377,"[417.09619140625, 329.45794677734375, 550.616455078125, 424.97833251953125]"
data\raw\images\eccv_18_all_images_sm\59f5fcf9-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-19 10:16:16,32.047059,-110.033333,0.6703,"[0.36200255155563354, 371.81585693359375, 56.21820068359375, 420.21484375]"
data\raw\images\eccv_18_all_images_sm\5983080d-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-07 21:37:29,32.047059,-110.033333,0.8631,"[468.3202209472656, 524.6885986328125, 636.6525268554688, 635.989501953125]"
data\raw\images\eccv_18_all_images_sm\5965abc5-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-13 15:29:31,32.047059,-110.033333,0.7764,"[289.5048828125, 389.50946044921875, 333.5880126953125, 471.2271423339844]"
data\raw\images\eccv_18_all_images_sm\5a24a7e3-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-09 04:34:06,32.047059,-110.033333,0.8421,"[586.3313598632812, 333.91455078125, 696.0057373046875, 419.5693359375]"
data\raw\images\eccv_18_all_images_sm\5a0b000b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-07 21:37:42,32.047059,-110.033333,0.8279,"[435.0833435058594, 328.65875244140625, 568.4051513671875, 430.40283203125]"
data\raw\images\eccv_18_all_images_sm\59d5b6b9-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-06 14:34:27,32.047059,-110.033333,0.8067,"[375.47833251953125, 226.0865478515625, 420.11175537109375, 320.730712890625]"
data\raw\images\eccv_18_all_images_sm\597cd4ac-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-12-11 03:12:04,32.047059,-110.033333,0.8785,"[330.0007629394531, 289.8427734375, 487.65960693359375, 442.61083984375]"
data\raw\images\eccv_18_all_images_sm\59ffbcbe-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-12-10 11:35:50,32.047059,-110.033333,0.6635,"[0.0, 516.0747680664062, 66.1563720703125, 598.6279907226562]"
data\raw\images\eccv_18_all_images_sm\599d7d49-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-12-11 03:12:16,32.047059,-110.033333,0.875,"[281.7024230957031, 271.8921813964844, 424.0569763183594, 444.45928955078125]"
data\raw\images\eccv_18_all_images_sm\5a1307d5-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-12-06 14:35:38,32.047059,-110.033333,0.7897,"[684.0423583984375, 485.21124267578125, 758.033203125, 585.9215698242188]"
data\raw\images\eccv_18_all_images_sm\5a130b56-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-19 10:19:47,32.047059,-110.033333,0.6831,"[575.3499145507812, 440.9407653808594, 663.1154174804688, 514.4843139648438]"
data\raw\images\eccv_18_all_images_sm\5a1e512e-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-29 10:08:06,32.047059,-110.033333,0.7275,"[35.012550354003906, 403.21539306640625, 119.69142150878906, 515.5286254882812]"
data\raw\images\eccv_18_all_images_sm\59f46177-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-07 21:37:30,32.047059,-110.033333,0.7515,"[557.8604736328125, 510.2392578125, 728.3739013671875, 608.1231689453125]"
data\raw\images\eccv_18_all_images_sm\59ccd142-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-05 01:07:31,32.047059,-110.033333,0.856,"[319.230224609375, 537.1956787109375, 488.9500427246094, 640.4371337890625]"
data\raw\images\eccv_18_all_images_sm\5a27d889-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-12 16:57:35,32.047059,-110.033333,0.7127,"[155.859130859375, 351.34722900390625, 250.60641479492188, 446.99334716796875]"
data\raw\images\eccv_18_all_images_sm\59d8edee-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-12-12 01:33:25,32.047059,-110.033333,0.8552,"[498.17413330078125, 448.0415954589844, 629.20458984375, 600.5347900390625]"
data\raw\images\eccv_18_all_images_sm\59a49b45-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-09 04:34:09,32.047059,-110.033333,0.8293,"[406.7633972167969, 351.95654296875, 568.9285888671875, 428.8995666503906]"
data\raw\images\eccv_18_all_images_sm\5a0fd013-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-12-08 22:32:42,32.047059,-110.033333,0.8288,"[361.4631652832031, 342.9156188964844, 489.5653381347656, 441.873046875]"
data\raw\images\eccv_18_all_images_sm\59783094-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-21 19:56:47,32.047059,-110.033333,0.7841,"[789.5890502929688, 340.15789794921875, 899.2107543945312, 436.85784912109375]"
data\raw\images\eccv_18_all_images_sm\5995af7e-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-04 09:54:33,32.047059,-110.033333,0.7919,"[153.6616668701172, 334.72607421875, 268.01702880859375, 416.02978515625]"
data\raw\images\eccv_18_all_images_sm\59f94659-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-14 13:28:23,32.047059,-110.033333,0.8539,"[33.85618209838867, 403.752197265625, 140.62374877929688, 494.68731689453125]"
data\raw\images\eccv_18_all_images_sm\5a02fca4-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-07 01:37:40,32.047059,-110.033333,0.8084,"[397.5873107910156, 361.174560546875, 529.7072143554688, 470.3809509277344]"
data\raw\images\eccv_18_all_images_sm\59ac6b30-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-13 15:42:52,32.047059,-110.033333,0.8667,"[562.5125732421875, 453.63555908203125, 732.3451538085938, 555.8035888671875]"
data\raw\images\eccv_18_all_images_sm\59af9623-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-12-09 22:55:43,32.047059,-110.033333,0.8305,"[410.90325927734375, 324.2959899902344, 545.82666015625, 419.29144287109375]"
data\raw\images\eccv_18_all_images_sm\599fbe59-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-05 01:07:38,32.047059,-110.033333,0.3693,"[259.91839599609375, 287.0580139160156, 350.13629150390625, 336.68463134765625]"
data\raw\images\eccv_18_all_images_sm\59a17a8a-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-04 04:01:25,32.047059,-110.033333,0.8332,"[483.39935302734375, 317.4747619628906, 598.3726806640625, 431.36602783203125]"
data\raw\images\eccv_18_all_images_sm\59641d70-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-18 14:22:20,32.047059,-110.033333,0.5792,"[0.07350311428308487, 334.3678283691406, 51.998130798339844, 404.1000061035156]"
data\raw\images\eccv_18_all_images_sm\599fbff2-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-12-10 11:35:52,32.047059,-110.033333,0.5517,"[0.08352050930261612, 537.6700439453125, 66.24846649169922, 591.6251220703125]"
data\raw\images\eccv_18_all_images_sm\597e6255-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-07 10:42:37,32.047059,-110.033333,0.7433,"[323.73345947265625, 518.3916625976562, 396.8963928222656, 625.0250244140625]"
data\raw\images\eccv_18_all_images_sm\5a130995-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-13 15:42:51,32.047059,-110.033333,0.8677,"[759.8062744140625, 391.3974609375, 907.6149291992188, 507.785400390625]"
data\raw\images\eccv_18_all_images_sm\599d7e0c-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-12-02 19:22:25,32.047059,-110.033333,0.6233,"[350.80169677734375, 432.05108642578125, 429.5106506347656, 497.482666015625]"
data\raw\images\eccv_18_all_images_sm\59910400-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-14 13:17:36,32.047059,-110.033333,0.7718,"[463.1590881347656, 476.64715576171875, 531.6800537109375, 601.7513427734375]"
data\raw\images\eccv_18_all_images_sm\5a1e524a-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-09 04:34:14,32.047059,-110.033333,0.8171,"[167.08984375, 378.2225036621094, 305.8909912109375, 474.7936096191406]"
data\raw\images\eccv_18_all_images_sm\59aadc90-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-12-11 03:12:20,32.047059,-110.033333,0.8659,"[134.38754272460938, 388.1714782714844, 278.9000549316406, 566.6929321289062]"
data\raw\images\eccv_18_all_images_sm\59aad975-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-10 13:10:08,32.047059,-110.033333,0.6889,"[249.6846160888672, 378.97021484375, 332.43963623046875, 440.1689453125]"
data\raw\images\eccv_18_all_images_sm\5a096a94-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-09 12:59:38,32.047059,-110.033333,0.8464,"[616.5584716796875, 354.877685546875, 715.7510986328125, 451.77850341796875]"
data\raw\images\eccv_18_all_images_sm\59ef8eb7-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-16 09:52:17,32.047059,-110.033333,0.5335,"[0.07992859184741974, 369.5047302246094, 55.8853874206543, 436.7019958496094]"
data\raw\images\eccv_18_all_images_sm\59ccd16b-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-13 10:53:41,32.047059,-110.033333,0.775,"[185.20907592773438, 349.5467224121094, 326.12091064453125, 426.2138671875]"
data\raw\images\eccv_18_all_images_sm\59ffbb3e-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-30 12:38:27,32.047059,-110.033333,0.8496,"[305.91131591796875, 347.096923828125, 465.4380798339844, 451.64794921875]"
data\raw\images\eccv_18_all_images_sm\5a2e14ac-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-06 14:34:23,32.047059,-110.033333,0.7236,"[627.8778076171875, 355.5413513183594, 698.1964111328125, 413.19512939453125]"
data\raw\images\eccv_18_all_images_sm\59e5dedd-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-03 11:58:38,32.047059,-110.033333,0.6358,"[173.0381622314453, 485.1617126464844, 288.37646484375, 588.5006713867188]"
data\raw\images\eccv_18_all_images_sm\5a096bce-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-11-16 03:16:54,32.047059,-110.033333,0.7975,"[783.5653076171875, 319.9864196777344, 887.3963623046875, 505.36328125]"
data\raw\images\eccv_18_all_images_sm\596a4ca1-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-09 04:34:19,32.047059,-110.033333,0.3801,"[0.06989745795726776, 363.37896728515625, 58.865928649902344, 432.790283203125]"
data\raw\images\eccv_18_all_images_sm\5a096c2c-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-19 10:16:17,32.047059,-110.033333,0.684,"[0.552386462688446, 372.6770935058594, 57.47303009033203, 419.37030029296875]"
data\raw\images\eccv_18_all_images_sm\59adfdcb-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-13 15:29:32,32.047059,-110.033333,0.8286,"[283.21368408203125, 390.4556579589844, 326.5681457519531, 500.015625]"
data\raw\images\eccv_18_all_images_sm\59862552-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-10 12:54:42,32.047059,-110.033333,0.7506,"[896.7708740234375, 418.9964904785156, 1020.90234375, 542.4750366210938]"
data\raw\images\eccv_18_all_images_sm\59b12fe5-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-06 14:34:29,32.047059,-110.033333,0.7579,"[322.4466247558594, 108.59333801269531, 370.71624755859375, 170.00173950195312]"
data\raw\images\eccv_18_all_images_sm\59e1038a-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-12-07 12:19:49,32.047059,-110.033333,0.8181,"[263.97991943359375, 296.49505615234375, 353.70330810546875, 402.790283203125]"
data\raw\images\eccv_18_all_images_sm\5a1b12eb-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-12-01 14:03:10,32.047059,-110.033333,0.6057,"[757.1351928710938, 118.63081359863281, 802.0488891601562, 184.92758178710938]"
data\raw\images\eccv_18_all_images_sm\59c66b93-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-20 04:05:05,32.047059,-110.033333,0.7984,"[776.2299194335938, 415.5181579589844, 925.78955078125, 515.8399047851562]"
data\raw\images\eccv_18_all_images_sm\5a2af6c4-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-14 13:30:08,32.047059,-110.033333,0.8396,"[156.87399291992188, 341.61529541015625, 227.8436279296875, 454.50030517578125]"
data\raw\images\eccv_18_all_images_sm\59973cd4-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-09 19:34:45,32.047059,-110.033333,0.7615,"[325.69415283203125, 295.9609375, 471.82769775390625, 380.7130432128906]"
data\raw\images\eccv_18_all_images_sm\5a0b02a0-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-12-15 11:39:52,32.047059,-110.033333,0.766,"[240.7792510986328, 288.6483459472656, 307.994384765625, 396.73828125]"
data\raw\images\eccv_18_all_images_sm\59b93a4d-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-12 16:58:37,32.047059,-110.033333,0.7881,"[266.7086486816406, 246.2095947265625, 323.6396179199219, 339.90447998046875]"
data\raw\images\eccv_18_all_images_sm\5a2c84df-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-09 04:34:10,32.047059,-110.033333,0.6842,"[373.712158203125, 353.2879943847656, 523.8465576171875, 431.12078857421875]"
data\raw\images\eccv_18_all_images_sm\5995ad53-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-19 10:19:48,32.047059,-110.033333,0.7214,"[601.1105346679688, 397.7161560058594, 650.8316650390625, 468.945068359375]"
data\raw\images\eccv_18_all_images_sm\59be3f0f-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-07 21:37:43,32.047059,-110.033333,0.8484,"[443.1640625, 328.6732482910156, 554.4266357421875, 432.9400329589844]"
data\raw\images\eccv_18_all_images_sm\5a2af658-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-13 15:42:40,32.047059,-110.033333,0.8396,"[853.4891357421875, 399.7672424316406, 1005.75048828125, 519.0352783203125]"
data\raw\images\eccv_18_all_images_sm\5976a566-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-09 04:34:13,32.047059,-110.033333,0.8339,"[204.71009826660156, 377.85443115234375, 350.2551574707031, 466.612060546875]"
data\raw\images\eccv_18_all_images_sm\59b4840f-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-01 07:16:45,32.047059,-110.033333,0.819,"[747.3388061523438, 186.984130859375, 912.52490234375, 360.08331298828125]"
data\raw\images\eccv_18_all_images_sm\597fee94-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-04 04:01:27,32.047059,-110.033333,0.8451,"[516.7059326171875, 356.048583984375, 654.3907470703125, 438.76123046875]"
data\raw\images\eccv_18_all_images_sm\59973c6b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-12-12 01:33:43,32.047059,-110.033333,0.802,"[637.0000610351562, 257.6747131347656, 754.0809326171875, 346.4580078125]"
data\raw\images\eccv_18_all_images_sm\598f786c-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-12-01 14:04:15,32.047059,-110.033333,0.6462,"[0.0, 334.7625427246094, 66.7052993774414, 404.61083984375]"
data\raw\images\eccv_18_all_images_sm\59f5ff79-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-12-11 22:10:58,32.047059,-110.033333,0.8367,"[121.0022201538086, 398.1327209472656, 304.197998046875, 514.9459228515625]"
data\raw\images\eccv_18_all_images_sm\59ef8e50-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-13 10:52:20,32.047059,-110.033333,0.7059,"[0.07920227199792862, 367.9735412597656, 62.522850036621094, 432.57232666015625]"
data\raw\images\eccv_18_all_images_sm\59641ea5-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-11-16 03:16:55,32.047059,-110.033333,0.8371,"[776.4434814453125, 334.38671875, 931.9275512695312, 498.100341796875]"
data\raw\images\eccv_18_all_images_sm\59894286-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-13 15:01:09,32.047059,-110.033333,0.858,"[661.7693481445312, 514.7388916015625, 814.91259765625, 625.3280029296875]"
data\raw\images\eccv_18_all_images_sm\59a7bf0b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-12-07 12:19:48,32.047059,-110.033333,0.7734,"[210.52182006835938, 321.77532958984375, 336.51580810546875, 429.9581604003906]"
data\raw\images\eccv_18_all_images_sm\5a231072-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-04 09:54:35,32.047059,-110.033333,0.4908,"[126.64546203613281, 340.7103576660156, 238.6741180419922, 417.019287109375]"
data\raw\images\eccv_18_all_images_sm\59c31c4f-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-12-11 03:10:29,32.047059,-110.033333,0.8116,"[377.6748962402344, 604.8192138671875, 649.3433837890625, 747.0]"
data\raw\images\eccv_18_all_images_sm\59b12f5c-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-13 15:25:27,32.047059,-110.033333,0.8248,"[64.83939361572266, 524.9874267578125, 209.8536834716797, 607.6690063476562]"
data\raw\images\eccv_18_all_images_sm\596bd944-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-12-10 12:38:16,32.047059,-110.033333,0.8537,"[63.424842834472656, 535.5909423828125, 151.9555206298828, 626.4544677734375]"
data\raw\images\eccv_18_all_images_sm\59cf466f-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-14 13:17:39,32.047059,-110.033333,0.8572,"[369.6194763183594, 547.3004150390625, 511.00018310546875, 652.5025634765625]"
data\raw\images\eccv_18_all_images_sm\59817a11-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-14 13:17:35,32.047059,-110.033333,0.8139,"[466.13739013671875, 472.78515625, 529.468994140625, 584.4102172851562]"
data\raw\images\eccv_18_all_images_sm\59830a00-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-12-12 01:33:26,32.047059,-110.033333,0.8054,"[534.7916259765625, 420.54290771484375, 641.5232543945312, 530.082275390625]"
data\raw\images\eccv_18_all_images_sm\59fe234f-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-10 12:54:10,32.047059,-110.033333,0.3724,"[168.86085510253906, 418.0889587402344, 204.07040405273438, 453.06903076171875]"
data\raw\images\eccv_18_all_images_sm\59da8a10-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-11-30 23:20:12,32.047059,-110.033333,0.4042,"[0.00103759765625, 511.5887145996094, 54.823150634765625, 653.8972778320312]"
data\raw\images\eccv_18_all_images_sm\59e102df-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-10 12:54:08,32.047059,-110.033333,0.7379,"[938.3048706054688, 384.1368713378906, 1008.79931640625, 435.9500427246094]"
data\raw\images\eccv_18_all_images_sm\59cb3897-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-14 13:17:37,32.047059,-110.033333,0.4886,"[391.31817626953125, 545.7379150390625, 492.3882751464844, 644.0816040039062]"
data\raw\images\eccv_18_all_images_sm\59af9588-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-07 21:37:31,32.047059,-110.033333,0.8144,"[614.8587646484375, 506.265380859375, 790.3995361328125, 608.685791015625]"
data\raw\images\eccv_18_all_images_sm\59f79c0a-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-12-12 01:33:42,32.047059,-110.033333,0.7682,"[566.2152099609375, 293.11883544921875, 667.20556640625, 388.75970458984375]"
data\raw\images\eccv_18_all_images_sm\59b614ce-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-09 12:59:39,32.047059,-110.033333,0.788,"[601.4454956054688, 379.43438720703125, 663.6657104492188, 492.2816467285156]"
data\raw\images\eccv_18_all_images_sm\59ef8b78-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-11-29 10:08:08,32.047059,-110.033333,0.7112,"[27.314502716064453, 405.2323303222656, 132.04710388183594, 514.9984130859375]"
data\raw\images\eccv_18_all_images_sm\59f12984-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-12-10 12:38:02,32.047059,-110.033333,0.8082,"[546.5887451171875, 303.159912109375, 630.0751342773438, 377.87548828125]"
data\raw\images\eccv_18_all_images_sm\5a24a78e-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-12-10 09:35:54,32.047059,-110.033333,0.6706,"[419.21484375, 510.0814514160156, 462.80029296875, 560.0931396484375]"
data\raw\images\eccv_18_all_images_sm\598de97a-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-12-11 22:10:54,32.047059,-110.033333,0.8485,"[459.309326171875, 344.60150146484375, 638.1530151367188, 438.1979064941406]"
data\raw\images\eccv_18_all_images_sm\59af9916-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-11-05 02:17:54,32.047059,-110.033333,0.7969,"[359.6935729980469, 573.1102905273438, 522.7611083984375, 700.5001831054688]"
